Telemeteorograph	Any apparatus recording meteorological phenomena at a distance from the measuring apparatus, as by electricity or by compressed air; esp., an apparatus recording conditions at many distant stations at a central office.
Telemeter	An apparatus for recording at a distant station the indications of physical instruments such as the thermometer, galvanometer, etc.
Telemetrograph	A combination of the camera lucida and telescope for drawing and measuring distant objects.
Telemotor	A hydraulic device by which the movement of the wheel on the bridge operates the steering gear at the stern.
Telenergy	Display of force or energy at a distance, or without contact; -- applied to mediumistic phenomena.
Telengiscope	An instrument of such focal length that it may be used as an observing telescope for objects close at hand or as a long-focused microscope.
Telephone exchange	A central office in which the  wires of telephones may be connected to permit conversation.
Telephote	A telelectric apparatus for producing images of visible objects at a distance.
Telephoto	Telephotographic; specif., designating a lens consisting of a combination of lenses specially designed to give a large image of a distant object in a camera of relatively short focal length.
Telephotograph	A photograph, image, or impression, reproduced by or taken with a telephotographic apparatus.
Telephotographic	Designating, or pertaining to, the process of telephotography.
Telephotography	The photography of distant objects in more enlarged form than is possible by the ordinary means, usually by a camera provided with a telephoto lens or mounted in place of the eyepiece of a telescope, so that the real or a magnified image falls on the sensitive plate.
Telephotography	Art or process of electrically transmitting and reproducing photographic or other pictures at a distance by methods similar to those used in electric telegraphy.
Telephotography	Less properly, phototelegraphy.
Telescope	Capable of being extended or compacted, like a telescope, by the sliding of joints or parts one within the other; telescopic; as, a telescope bag; telescope table, etc.
Telescope bag	An adjustable traveling bag consisting of two cases, the larger slipping over the other.
Telescopic sight	A sight consisting of a small telescope, as on a compass or rifle.
Teleseism	A seismic movement or shock far from the  recording instrument.
Teleseme	A system of apparatus for electric signals providing for automatic transmission of a definite number of different signals or calls, as in connection with hotel annunciators.
Telestereograph	An instrument for telegraphically reproducing a photograph.
Telethermograph	A record of fluctuations of temperature made automatically at a distant station.
Telethermograph	An instrument, usually electrical, making such records.
Telford	Designating, or pert. to, a road pavement having a surface of small stone rolled hard and  smooth, distinguished from macadam road by its firm foundation of large stones with fragments of stone wedged tightly, in the interstices; as, telford pavement, road, etc.
Telfordized	of Telfordize
Telfordizing	of Telfordize
Telfordize	To furnish (a road) with a telford pavement.
Telharmonic	Of or pertaining to telharmonium.
Telharmonium	An instrument for producing music (Tel*har"mo*ny [/]), at a distant point or points by means of alternating currents of electricity controlled by an operator who plays on a keyboard. The music is produced by a receiving instrument similar or analogous to the telephone, but not held to the ear. The pitch corresponds with frequency of alternation of current.
Telltale	A thing that serves to disclose something or give information; a hint or indication.
Telltale	An arrangement consisting of long strips, as of rope, wire, or leather, hanging from a bar over railroad tracks, in such a position as to warn freight brakemen of their approach to a low overhead bridge.
Telpher	Specif., the equipment or apparatus used in a system of electric transportation by means of carriages which are suspended on an overhead conductor, as of wire.
Telpherage	Specif., electric transportation of goods by means of carriages suspended on overhead conductors, as of wire, the power being conveyed to the motor carriage by the wires on which it runs. Telpherage and telpher are sometimes applied to such systems in which the motive power is not electricity.
Temblor	An earthquake.
Tempera	A mode or process of painting; distemper.
Temperature	The degree of heat of the body of a living being, esp. of the human body; also (Colloq.), loosely, the excess of this over the  normal (of the human body 98¡-99.5¡ F., in the mouth of an adult about 98.4¡).
Temper screw	A screw link, to which is attached the rope of a rope-drilling apparatus, for feeding and slightly turning the drill jar at each stroke.
Temper screw	A set screw used for adjusting.
Temple	A building dedicated to the administration of ordinances.
Temple	A local organization of Odd Fellows.
Tenderfoot	See Boy scout.
Tenderloin	A strip of tender flesh on either side of the vertebral column under the short ribs, in beef or pork. It consists of the psoas muscles.
Tenderloin	In New York City, the region which is the center of the night life of fashionable amusement, including the  majority of the theaters, etc., centering on Broadway. The term orig. designates the old twenty-ninth police precinct, in this region, which afforded the police great opportunities for profit through conniving at vice and lawbreaking, one captain being reported to have said on being transferred there that whereas he had been eating chuck steak he would now eat tenderlion. Hence, in some other cities, a district largely devoted to night amusement, or, sometimes, to vice.
Tendre	Tender feeling or fondness; affection.
Tendresse	Tender feeling; fondness.
Tenno	Lit., King of Heaven; -- a title of the emperor of Japan as the head of the Shinto religion.
Tennysonian	Of or pertaining to Alfred (Lord) Tennyson, the English poet (1809-92); resembling, or having some of the characteristics of, his poetry, as simplicity, pictorial quality, sensuousness, etc.
